SEZ_ID,AOP_BarriersPerMile,AOP_DataSource,AOP_NumberofBarriers,AOP_Rating,AOP_Score,AOP_StreamMiles,Acres,Assessment_Unit_Name,Bank_Stability_Data_Source,Bank_Stability_Percent_Unstable,Bank_Stability_Rating,Bank_Stability_Score,Biotic_Integrity_CSCI,Biotic_Integrity_Data_Source,Biotic_Integrity_Rating,Biotic_Integrity_Score,Comments,ConiferEncroachment_Comments,Conifer_Encroachment_Data_Sourc,Conifer_Encroachment_Rating,Conifer_Encroachment_Score,Conifer_Percent_Encroached,Ditches_Data_Source,Ditches_Length,Ditches_Meadow_Length,Ditches_Percent,Ditches_Rating,Ditches_Score,Feature_Type,Habitat_Frag_Data_Source,Habitat_Frag_Impervious_Acres,Habitat_Frag_Percent_Impervious,Habitat_Frag_Rating,Habitat_Frag_Score,Headcuts_Data_Source,Headcuts_Rating,Headcuts_Score,Incision_Data_Source,Incision_Rating,Incision_Ratio,Incision_Score,Invasive_Percent_Cover,Invasives_Data_Source,Invasives_Number_of_Invasives,Invasives_Plant_Types,Invasives_Rating,Invasives_Scores,NDVI_ID,Number_of_Headcuts,Ownership_Primary,Ownership_Secondary,Ownership_Secondary_2,Ownership_Secondary_3,SEZ_Type,Threshold_Year,VegetationVigor_DataSource,VegetationVigor_Rating,VegetationVigor_Raw,VegetationVigor_Score
144,,"USFS / TRPA 2009, 2019",,,,,16.84109411,Angora meadows - 5,,,NA,,,<Null>,<Null>,,Meadow was graded for development in the 1960's but was never developed. Ditches and headcuts abound as a result of planned development.,overall moderate to heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",C,6.0,53.0,"TRPA, 2019",1057.0,2465.0,42.88032454,C,6.0,Meadow,"TRPA LIDAR, 2009",1.51,8.96616331,C,6.0,"TRPA, 2019",D,3.0,<Null>,NA,,,0.5,"USFS, 2023",2.0,"Oxeye daisy, Bull thistle",C,6.0,TRPA_370,4.0,USFS,private,State of California,,Non-Channeled Meadow,test,DRI 2024,A,,12.0
144,,"USFS / TRPA 2009, 2019",,,,,16.84109411,Angora meadows - 5,,,,,,<Null>,<Null>,,Meadow was graded for development in the 1960's but was never developed. Ditches and headcuts abound as a result of planned development.,overall moderate to heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",C,6.0,53.0,"TRPA, 2019",1057.0,2465.0,42.88032454,C,6.0,Meadow,"TRPA LIDAR, 2009",1.51,8.96616331,C,6.0,"TRPA, 2019",D,3.0,<Null>,,,,0.5,"USFS, 2023",2.0,"Oxeye daisy, Bull thistle",C,6.0,TRPA_370,4.0,USFS,private,State of California,,Non-Channeled Meadow,test,DRI 2024,A,,12.0
145,,"USFS / TRPA 2009, 2019",,,,,5.25425032,Washoan Blvd meadows,,,NA,,,<Null>,<Null>,,Most of historic meadow lost to development. Remaining meadow is heavily ditched.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,36.0,"TRPA, 2019",1579.0,1380.0,114.42028986,D,3.0,Meadow,"TRPA LIDAR, 2009",0.85,16.17737923,C,6.0,"TRPA, 2019",A,12.0,<Null>,NA,,,0,"TRPA, 2022",0.0,None,A,12.0,TRPA_354,0.0,State of California,private,USFS,,Non-Channeled Meadow,test,DRI 2020,NA,,
145,,"USFS / TRPA 2009, 2019",,,,,5.25425032,Washoan Blvd meadows,,,,,,<Null>,<Null>,,Most of historic meadow lost to development. Remaining meadow is heavily ditched.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,36.0,"TRPA, 2019",1579.0,1380.0,114.42028986,D,3.0,Meadow,"TRPA LIDAR, 2009",0.85,16.17737923,C,6.0,"TRPA, 2019",A,12.0,<Null>,,,,0,"TRPA, 2022",0.0,None,A,12.0,TRPA_354,0.0,State of California,private,USFS,,Non-Channeled Meadow,test,DRI 2020,NA,,
145,,"USFS / TRPA 2009, 2019",,,,,5.25425032,Washoan Blvd meadows,,,NA,,,<Null>,<Null>,,Most of historic meadow lost to development. Remaining meadow is heavily ditched.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,36.0,"TRPA, 2019",1579.0,1380.0,114.42028986,D,3.0,Meadow,"TRPA LIDAR, 2009",0.85,16.17737923,C,6.0,"TRPA, 2019",A,12.0,<Null>,NA,,,0,"TRPA, 2022",0.0,None,A,12.0,TRPA_354,0.0,State of California,private,USFS,,Non-Channeled Meadow,test,DRI 2020,NA,,
145,,"USFS / TRPA 2009, 2019",,,,,5.25425032,Washoan Blvd meadows,,,,,,<Null>,<Null>,,Most of historic meadow lost to development. Remaining meadow is heavily ditched.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,36.0,"TRPA, 2019",1579.0,1380.0,114.42028986,D,3.0,Meadow,"TRPA LIDAR, 2009",0.85,16.17737923,C,6.0,"TRPA, 2019",A,12.0,<Null>,,,,0,"TRPA, 2022",0.0,None,A,12.0,TRPA_354,0.0,State of California,private,USFS,,Non-Channeled Meadow,test,DRI 2020,NA,,
146,,"USFS / TRPA 2009, 2019",,,,,17.57865468,Angora meadows tributary - 6,,,NA,,,<Null>,<Null>,,Numerous large headcuts and gullies are dewatering the lower half of the meadow. Upper half of the meadow appears mostly stable.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,98.0,"TRPA, 2019",821.0,3825.0,21.46405229,C,6.0,Meadow,"TRPA LIDAR, 2009",2.13,15.0,C,6.0,"TRPA, 2019",D,3.0,<Null>,NA,,,0.1,"USFS, 2023",4.0,"Klamathweed, Cheatgrass, Oxeye daisy, Bull thistle",D,3.0,TRPA_371,6.0,USFS,State of California,,,Non-Channeled Meadow,test,DRI 2024,A,,12.0
146,,"USFS / TRPA 2009, 2019",,,,,17.57865468,Angora meadows tributary - 6,,,,,,<Null>,<Null>,,Numerous large headcuts and gullies are dewatering the lower half of the meadow. Upper half of the meadow appears mostly stable.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,98.0,"TRPA, 2019",821.0,3825.0,21.46405229,C,6.0,Meadow,"TRPA LIDAR, 2009",2.13,15.0,C,6.0,"TRPA, 2019",D,3.0,<Null>,,,,0.1,"USFS, 2023",4.0,"Klamathweed, Cheatgrass, Oxeye daisy, Bull thistle",D,3.0,TRPA_371,6.0,USFS,State of California,,,Non-Channeled Meadow,test,DRI 2024,A,,12.0
146,,"USFS / TRPA 2009, 2019",,,,,17.57865468,Angora meadows tributary - 6,,,NA,,,<Null>,<Null>,,Numerous large headcuts and gullies are dewatering the lower half of the meadow. Upper half of the meadow appears mostly stable.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,98.0,"TRPA, 2019",821.0,3825.0,21.46405229,C,6.0,Meadow,"TRPA LIDAR, 2009",2.13,15.0,C,6.0,"TRPA, 2019",D,3.0,<Null>,NA,,,0.1,"USFS, 2023",4.0,"Klamathweed, Cheatgrass, Oxeye daisy, Bull thistle",D,3.0,TRPA_371,6.0,USFS,State of California,,,Non-Channeled Meadow,test,DRI 2024,A,,12.0
146,,"USFS / TRPA 2009, 2019",,,,,17.57865468,Angora meadows tributary - 6,,,,,,<Null>,<Null>,,Numerous large headcuts and gullies are dewatering the lower half of the meadow. Upper half of the meadow appears mostly stable.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,98.0,"TRPA, 2019",821.0,3825.0,21.46405229,C,6.0,Meadow,"TRPA LIDAR, 2009",2.13,15.0,C,6.0,"TRPA, 2019",D,3.0,<Null>,,,,0.1,"USFS, 2023",4.0,"Klamathweed, Cheatgrass, Oxeye daisy, Bull thistle",D,3.0,TRPA_371,6.0,USFS,State of California,,,Non-Channeled Meadow,test,DRI 2024,A,,12.0
147,,"USFS / TRPA 2009, 2019",,,,,7.07897345,Fallen Leaf meadows - 3,,,NA,,,<Null>,<Null>,,No indications of degradation.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,10.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",A,12.0,<Null>,NA,,,0,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_141,0.0,USFS,,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
147,,"USFS / TRPA 2009, 2019",,,,,7.07897345,Fallen Leaf meadows - 3,,,,,,<Null>,<Null>,,No indications of degradation.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,10.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",A,12.0,<Null>,,,,0,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_141,0.0,USFS,,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
147,,"USFS / TRPA 2009, 2019",,,,,7.07897345,Fallen Leaf meadows - 3,,,NA,,,<Null>,<Null>,,No indications of degradation.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,10.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",A,12.0,<Null>,NA,,,0,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_141,0.0,USFS,,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
147,,"USFS / TRPA 2009, 2019",,,,,7.07897345,Fallen Leaf meadows - 3,,,,,,<Null>,<Null>,,No indications of degradation.,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,10.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",A,12.0,<Null>,,,,0,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_141,0.0,USFS,,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
148,1.42,"USFS / TRPA 2009, 2019",1.0,C,6.0,,19.95053366,Trout Creek meadows - above Pioneer 1,"TRPA, 2019.0",31.76742304,C,6.0,1.11,"TRPA, 634001TRT, 2019",A,12.0,Channel is incised and unstable in areas. Meadow vegetation appears to be drying out. ,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,75.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.13,0.65161164,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",D,2.33,3.0,5,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_138,0.0,USFS,private,,,Channeled Meadow,test,DRI 2024,A,,12.0
148,1.42,"USFS / TRPA 2009, 2019",1.0,C,6.0,,19.95053366,Trout Creek meadows - above Pioneer 1,"TRPA, 2019.0",31.76742304,C,6.0,1.11,"TRPA, 634001TRT, 2019",A,12.0,Channel is incised and unstable in areas. Meadow vegetation appears to be drying out. ,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,75.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.13,0.65161164,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",D,2.33,3.0,5,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_138,0.0,USFS,private,,,Channeled Meadow,test,DRI 2024,A,,12.0
148,1.42,"USFS / TRPA 2009, 2019",1.0,C,6.0,,19.95053366,Trout Creek meadows - above Pioneer 1,"TRPA, 2019.0",31.76742304,C,6.0,1.11,"TRPA, 634001TRT, 2019",A,12.0,Channel is incised and unstable in areas. Meadow vegetation appears to be drying out. ,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,75.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.13,0.65161164,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",D,2.33,3.0,5,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_138,0.0,USFS,private,,,Channeled Meadow,test,DRI 2024,A,,12.0
148,1.42,"USFS / TRPA 2009, 2019",1.0,C,6.0,,19.95053366,Trout Creek meadows - above Pioneer 1,"TRPA, 2019.0",31.76742304,C,6.0,1.11,"TRPA, 634001TRT, 2019",A,12.0,Channel is incised and unstable in areas. Meadow vegetation appears to be drying out. ,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,75.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.13,0.65161164,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",D,2.33,3.0,5,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_138,0.0,USFS,private,,,Channeled Meadow,test,DRI 2024,A,,12.0
149,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.29648567,Trout Creek above Black Bart,"TRPA, 2019.0",39.37104755,C,6.0,0.37804069,"TRPA, 634TRT003, 2022",D,3.0,"Area was restored in 2000 but is not fully functioning. Below Cold Creek confluence, there are numerous headcuts and channel is incising. Lots of bank instability. Restoration does not appear to have impacted NDVI trends. Future trends should be inspected to determine if area is losing vegeation vigor over time. ",overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,29.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.28,0.66199353,A,12.0,"TRPA, 2019",D,3.0,"TRPA, 2020",C,1.97885556,6.0,0.1,"TRPA, 2019",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_343,5.0,local,USFS,,,Channeled Meadow,test,DRI 2024,A,,12.0
149,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.29648567,Trout Creek above Black Bart,"TRPA, 2019.0",39.37104755,C,6.0,0.37804069,"TRPA, 634TRT003, 2022",D,3.0,"Area was restored in 2000 but is not fully functioning. Below Cold Creek confluence, there are numerous headcuts and channel is incising. Lots of bank instability. Restoration does not appear to have impacted NDVI trends. Future trends should be inspected to determine if area is losing vegeation vigor over time. ",overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,29.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.28,0.66199353,A,12.0,"TRPA, 2019",D,3.0,"TRPA, 2020",C,1.97885556,6.0,0.1,"TRPA, 2019",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_343,5.0,local,USFS,,,Channeled Meadow,test,DRI 2024,A,,12.0
149,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.29648567,Trout Creek above Black Bart,"TRPA, 2019.0",39.37104755,C,6.0,0.37804069,"TRPA, 634TRT003, 2022",D,3.0,"Area was restored in 2000 but is not fully functioning. Below Cold Creek confluence, there are numerous headcuts and channel is incising. Lots of bank instability. Restoration does not appear to have impacted NDVI trends. Future trends should be inspected to determine if area is losing vegeation vigor over time. ",overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,29.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.28,0.66199353,A,12.0,"TRPA, 2019",D,3.0,"TRPA, 2020",C,1.97885556,6.0,0.1,"TRPA, 2019",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_343,5.0,local,USFS,,,Channeled Meadow,test,DRI 2024,A,,12.0
149,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.29648567,Trout Creek above Black Bart,"TRPA, 2019.0",39.37104755,C,6.0,0.37804069,"TRPA, 634TRT003, 2022",D,3.0,"Area was restored in 2000 but is not fully functioning. Below Cold Creek confluence, there are numerous headcuts and channel is incising. Lots of bank instability. Restoration does not appear to have impacted NDVI trends. Future trends should be inspected to determine if area is losing vegeation vigor over time. ",overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",B,9.0,29.0,"TRPA, 2019",0.0,,0.0,A,12.0,Meadow,"TRPA LIDAR, 2009",0.28,0.66199353,A,12.0,"TRPA, 2019",D,3.0,"TRPA, 2020",C,1.97885556,6.0,0.1,"TRPA, 2019",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_343,5.0,local,USFS,,,Channeled Meadow,test,DRI 2024,A,,12.0
150,,"USFS / TRPA 2009, 2019",,,,,15.2918274,Gardner meadow,,,NA,,,<Null>,<Null>,,Restoration project completed in 2014. https://laketahoeinfo.org/Project/Detail/190. Numerous small headcuts present that restoration project has stabalized. Old road / ditch still present in parts of meadow.,some conifer encroachment is occurring since 1940.,"TRPA LIDAR, 2009",C,6.0,38.0,"TRPA, 2019",1049.0,4215.0,24.88730724,C,6.0,Meadow,"TRPA LIDAR, 2009",0.25,1.6348602,B,9.0,"TRPA, 2023",C,6.0,"TRPA, 2023",NA,,,0,"TRPA, 2023",2.0,"False salsify, Yellow sweetclover",C,6.0,TRPA_155,11.0,USFS,private,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
150,,"USFS / TRPA 2009, 2019",,,,,15.2918274,Gardner meadow,,,,,,<Null>,<Null>,,Restoration project completed in 2014. https://laketahoeinfo.org/Project/Detail/190. Numerous small headcuts present that restoration project has stabalized. Old road / ditch still present in parts of meadow.,some conifer encroachment is occurring since 1940.,"TRPA LIDAR, 2009",C,6.0,38.0,"TRPA, 2019",1049.0,4215.0,24.88730724,C,6.0,Meadow,"TRPA LIDAR, 2009",0.25,1.6348602,B,9.0,"TRPA, 2023",C,6.0,"TRPA, 2023",,,,0,"TRPA, 2023",2.0,"False salsify, Yellow sweetclover",C,6.0,TRPA_155,11.0,USFS,private,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
150,,"USFS / TRPA 2009, 2019",,,,,15.2918274,Gardner meadow,,,NA,,,<Null>,<Null>,,Restoration project completed in 2014. https://laketahoeinfo.org/Project/Detail/190. Numerous small headcuts present that restoration project has stabalized even though they still exist. Old road / ditch still present in parts of meadow. Small invasive plant infestation mostly on the roadside observed.,some conifer encroachment is occurring since 1940.,"TRPA LIDAR, 2009",C,6.0,38.0,"TRPA, 2019",1049.0,4215.0,24.88730724,C,6.0,Meadow,"TRPA LIDAR, 2009",0.25,1.6348602,B,9.0,"TRPA, 2023",C,6.0,"TRPA, 2023",NA,,,0,"TRPA, 2023",2.0,"False salsify, Yellow sweetclover",C,6.0,TRPA_155,11.0,USFS,private,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
150,,"USFS / TRPA 2009, 2019",,,,,15.2918274,Gardner meadow,,,,,,<Null>,<Null>,,Restoration project completed in 2014. https://laketahoeinfo.org/Project/Detail/190. Numerous small headcuts present that restoration project has stabalized even though they still exist. Old road / ditch still present in parts of meadow. Small invasive plant infestation mostly on the roadside observed.,some conifer encroachment is occurring since 1940.,"TRPA LIDAR, 2009",C,6.0,38.0,"TRPA, 2019",1049.0,4215.0,24.88730724,C,6.0,Meadow,"TRPA LIDAR, 2009",0.25,1.6348602,B,9.0,"TRPA, 2023",C,6.0,"TRPA, 2023",,,,0,"TRPA, 2023",2.0,"False salsify, Yellow sweetclover",C,6.0,TRPA_155,11.0,USFS,private,,,Non-Channeled Meadow,test,DRI 2024,B,,9.0
151,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,180.86326918,UTR - Johnson meadows - 2,"TRPA, 2022.0",51.27708895,D,3.0,0.66897256,"TRPA, 634S22522, 2022",C,6.0,Extremely impacted. Channel is incised and very unstable. Unstable secondy channel was created in 1997 floods. Meadow is drying out.  Project planned https://laketahoeinfo.org/Project/Detail/3898,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,9.0,"TRPA, 2019",3199.0,3884.0,82.3,D,3.0,Meadow,"TRPA LIDAR, 2009",4.52,2.49912546,B,9.0,"TRPA, 2019",A,12.0,"TRPA, 2022",C,1.80746,6.0,0.1,"TRPA, 2022",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_323,0.0,TRCD,,,,Channeled Meadow,test,DRI 2024,B,,9.0
151,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,180.86326918,UTR - Johnson meadows - 2,"TRPA, 2022.0",51.27708895,D,3.0,0.66897256,"TRPA, 634S22522, 2022",C,6.0,Extremely impacted. Channel is incised and very unstable. Unstable secondy channel was created in 1997 floods. Meadow is drying out.  Project planned https://laketahoeinfo.org/Project/Detail/3898,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,9.0,"TRPA, 2019",3199.0,3884.0,82.3,D,3.0,Meadow,"TRPA LIDAR, 2009",4.52,2.49912546,B,9.0,"TRPA, 2019",A,12.0,"TRPA, 2022",C,1.80746,6.0,0.1,"TRPA, 2022",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_323,0.0,TRCD,,,,Channeled Meadow,test,DRI 2024,B,,9.0
151,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,180.8632692,UTR - Johnson meadows - 2,"TRPA, 2022.0",51.27708895,D,3.0,0.66897256,"TRPA, 634S22522, 2022",C,6.0,Extremely impacted. Channel is incised and very unstable. Unstable secondy channel was created in 1997 floods. Meadow is drying out.  Project planned https://laketahoeinfo.org/Project/Detail/3898,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,9.0,"TRPA, 2019",3199.0,3884.0,82.3,D,3.0,Meadow,"TRPA LIDAR, 2009",4.52,2.49912546,B,9.0,"TRPA, 2019",A,12.0,"TRPA, 2022",C,1.80746,6.0,0.1,"TRPA, 2022",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_323,0.0,TRCD,,,,Channeled Meadow,test,DRI 2024,B,,9.0
151,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,180.8632692,UTR - Johnson meadows - 2,"TRPA, 2022.0",51.27708895,D,3.0,0.66897256,"TRPA, 634S22522, 2022",C,6.0,Extremely impacted. Channel is incised and very unstable. Unstable secondy channel was created in 1997 floods. Meadow is drying out.  Project planned https://laketahoeinfo.org/Project/Detail/3898,overall little conifer encroachment since 1940.,"TRPA LIDAR, 2009",A,12.0,9.0,"TRPA, 2019",3199.0,3884.0,82.3,D,3.0,Meadow,"TRPA LIDAR, 2009",4.52,2.49912546,B,9.0,"TRPA, 2019",A,12.0,"TRPA, 2022",C,1.80746,6.0,0.1,"TRPA, 2022",2.0,"Bull thistle, Reed canarygrass",B,9.0,TRPA_323,0.0,TRCD,,,,Channeled Meadow,test,DRI 2024,B,,9.0
152,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,19.03436049,Heavenly Valley Creek meadows - 3,"TRPA, 2019.0",2.72723479,A,12.0,0.56,"TRPA, 634001HVL, 2019",D,3.0,Mostly stable and healthy. Gully begins in this part of meadow but does not appear to dewater meadow until further downstream. ,not much change in conifer levels since 1940 but a moderate amount of potential meadow habitat is encroached by conifers. ,"TRPA LIDAR, 2009",C,6.0,64.0,"TRPA, 2019",692.0,1502.0,46.07190413,C,6.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",C,6.0,"TRPA, 2019",A,1.1751,12.0,0.1,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,TRPA_372,1.0,USFS,,,,Channeled Meadow,test,DRI 2024,A,,12.0
152,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,19.03436049,Heavenly Valley Creek meadows - 3,"TRPA, 2019.0",2.72723479,A,12.0,0.56,"TRPA, 634001HVL, 2019",D,3.0,Mostly stable and healthy. Gully begins in this part of meadow but does not appear to dewater meadow until further downstream. ,not much change in conifer levels since 1940 but a moderate amount of potential meadow habitat is encroached by conifers. ,"TRPA LIDAR, 2009",C,6.0,64.0,"TRPA, 2019",692.0,1502.0,46.07190413,C,6.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",C,6.0,"TRPA, 2019",A,1.1751,12.0,0.1,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,TRPA_372,1.0,USFS,,,,Channeled Meadow,test,DRI 2024,A,,12.0
152,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,19.03436049,Heavenly Valley Creek meadows - 3,"TRPA, 2019.0",2.72723479,A,12.0,0.56,"TRPA, 634001HVL, 2019",D,3.0,Mostly stable and healthy. Gully begins in this part of meadow but does not appear to dewater meadow until further downstream. ,not much change in conifer levels since 1940 but a moderate amount of potential meadow habitat is encroached by conifers. ,"TRPA LIDAR, 2009",C,6.0,64.0,"TRPA, 2019",692.0,1502.0,46.07190413,C,6.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",C,6.0,"TRPA, 2019",A,1.1751,12.0,0.1,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,TRPA_372,1.0,USFS,,,,Channeled Meadow,test,DRI 2024,A,,12.0
152,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,19.03436049,Heavenly Valley Creek meadows - 3,"TRPA, 2019.0",2.72723479,A,12.0,0.56,"TRPA, 634001HVL, 2019",D,3.0,Mostly stable and healthy. Gully begins in this part of meadow but does not appear to dewater meadow until further downstream. ,not much change in conifer levels since 1940 but a moderate amount of potential meadow habitat is encroached by conifers. ,"TRPA LIDAR, 2009",C,6.0,64.0,"TRPA, 2019",692.0,1502.0,46.07190413,C,6.0,Meadow,"TRPA LIDAR, 2009",0.0,0.0,A,12.0,"TRPA, 2019",C,6.0,"TRPA, 2019",A,1.1751,12.0,0.1,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,TRPA_372,1.0,USFS,,,,Channeled Meadow,test,DRI 2024,A,,12.0
153,,"USFS / TRPA 2009, 2019",,,,,8.89408504,Tahoe Valley meadows - 1,,,NA,,,<Null>,<Null>,,Ditching has cut off floodplain in upper half. The lower portion is healthier. There is development in the historic meadow.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,73.0,"TRPA, 2019",581.0,1578.0,36.81875792,C,6.0,Meadow,"TRPA LIDAR, 2009",0.12,1.3492113,B,9.0,"TRPA, 2022",A,12.0,<Null>,NA,,,25,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_397,0.0,local,State of California,USFS,private,Non-Channeled Meadow,test,DRI 2020,NA,,
153,,"USFS / TRPA 2009, 2019",,,,,8.89408504,Tahoe Valley meadows - 1,,,,,,<Null>,<Null>,,Ditching has cut off floodplain in upper half. The lower portion is healthier. There is development in the historic meadow.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,73.0,"TRPA, 2019",581.0,1578.0,36.81875792,C,6.0,Meadow,"TRPA LIDAR, 2009",0.12,1.3492113,B,9.0,"TRPA, 2022",A,12.0,<Null>,,,,25,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_397,0.0,local,State of California,USFS,private,Non-Channeled Meadow,test,DRI 2020,NA,,
153,,"USFS / TRPA 2009, 2019",,,,,8.89408504,Tahoe Valley meadows - 1,,,NA,,,<Null>,<Null>,,Ditching has cut off floodplain in upper half. The lower portion is healthier. There is development in the historic meadow.,very heavy conifer encroachment since 1940.,"TRPA LIDAR, 2009",D,3.0,73.0,"TRPA, 2019",581.0,1578.0,36.81875792,C,6.0,Meadow,"TRPA LIDAR, 2009",0.12,1.3492113,B,9.0,"TRPA, 2022",A,12.0,<Null>,NA,,,25,"USFS, 2023",1.0,Bull thistle,B,9.0,TRPA_397,0.0,local,State of California,USFS,private,Non-Channeled Meadow,test,DRI 2020,NA,,
